BOUND,DT,VMIN,VMAX,MARGIN,START,GOAL,OBSTACLES,OPTIMIZE,STATUS,TOTAL STEPS,LENGTH,BUILD TIME (ms),SOLVE TIME (ms),TOTAL TIME (ms),DATA POINTS
560.686,1.546,-3.637,3.637,2.054,"(0.0,0.0,61.675,61.675)","(499.011,499.011,560.686,560.686)","[(438.251,117.65,486.495,165.894),(355.276,174.064,392.505,211.293),(436.424,143.07,485.813,192.459),(485.858,417.906,531.152,463.2),(434.425,118.845,465.219,149.639),(248.749,35.926,303.368,90.545),(41.9,211.032,79.281,248.413),(214.031,303.118,264.505,353.592),(217.216,464.784,250.303,497.871),(35.916,274.295,76.45,314.829),(418.903,247.477,460.77,289.344),(525.992,251.476,555.0,280.484),(163.426,467.596,218.114,522.284),(501.928,352.244,554.282,404.598),(38.438,232.184,84.997,278.743)]",FALSE,,,,,,,
474.354,1.382,-3.145,3.145,2.116,"(0.0,0.0,42.692,42.692)","(431.662,431.662,474.354,474.354)","[(143.278,145.52,174.48,176.722),(261.526,419.203,295.835,453.512),(214.33,13.176,245.501,44.347),(191.171,81.661,231.314,121.804),(47.545,382.031,85.536,420.022),(147.806,129.12,176.575,157.889),(350.502,81.561,386.104,117.163),(94.599,253.798,119.81,279.009),(140.971,117.145,173.055,149.229),(337.608,235.984,381.994,280.37),(48.431,378.727,79.615,409.911),(272.35,177.298,304.962,209.91),(204.328,291.509,250.372,337.553),(421.794,108.791,467.021,154.018),(414.579,38.461,454.696,78.578)]",TRUE,,,,,,,
244.686,0.946,-1.837,1.837,1.464,"(0.0,0.0,30.83,30.83)","(213.856,213.856,244.686,244.686)","[(34.818,52.773,58.874,76.829),(2.43,102.497,16.768,116.835),(116.098,92.909,137.379,114.19),(39.029,43.83,60.806,65.607),(108.21,212.841,122.323,226.954),(120.758,80.232,135.215,94.689),(11.098,212.094,31.823,232.819),(43.904,162.594,66.909,185.599)]",FALSE,,,,,,,
361.655,1.168,-2.503,2.503,1.728,"(0.0,0.0,23.508,23.508)","(338.147,338.147,361.655,361.655)","[(101.962,53.6,129.741,81.379),(17.588,305.009,37.207,324.628),(48.307,38.216,77.041,66.95),(128.325,192.286,153.698,217.659),(239.032,136.918,258.969,156.855),(4.318,147.909,24.886,168.477),(7.622,142.358,41.443,176.179),(276.985,83.28,308.67,114.965),(204.462,105.297,226.3,127.135),(68.912,62.485,96.695,90.268)]",FALSE,,,,,,,
304.874,1.06,-2.18,2.18,1.79,"(0.0,0.0,29.268,29.268)","(275.606,275.606,304.874,304.874)","[(238.959,46.993,268.982,77.016),(194.571,249.055,220.729,275.213),(50.438,226.455,72.259,248.276),(249.873,70.646,277.434,98.207),(244.702,148.619,274.209,178.126),(105.736,41.095,135.356,70.715),(41.879,112.207,70.165,140.493),(57.99,104.471,82.329,128.81),(47.097,276.694,66.914,296.511),(209.458,31.48,233.284,55.306),(236.362,28.403,254.052,46.093),(279.528,26.375,304.494,51.341)]",FALSE,,,,,,,
505.566,1.441,-3.323,3.323,2.159,"(0.0,0.0,28.312,28.312)","(477.254,477.254,505.566,505.566)","[(125.962,378.928,163.299,416.265),(27.188,406.934,59.451,439.197),(193.138,415.861,230.285,453.008),(115.1,284.69,153.976,323.566),(258.958,425.087,297.053,463.182),(445.201,443.904,487.64,486.343),(392.203,149.457,420.638,177.892),(241.076,262.526,274.577,296.027),(69.441,356.181,108.85,395.59),(162.519,205.149,210.783,253.413)]",FALSE,,,,,,,
123.734,0.716,-1.148,1.148,1.369,"(0.0,0.0,13.734,13.734)","(110.0,110.0,123.734,123.734)","[(60.304,49.264,70.99,59.95),(34.46,88.179,43.553,97.272),(81.215,60.234,91.243,70.262),(77.491,6.537,87.418,16.464),(57.951,20.205,64.154,26.408),(80.533,41.203,92.371,53.041),(100.149,95.738,109.87,105.459),(110.938,109.133,121.502,119.697),(105.85,98.508,114.523,107.181),(46.262,32.437,58.319,44.494),(72.299,52.11,78.932,58.743),(32.079,67.923,40.923,76.767),(51.228,90.187,61.986,100.945)]",FALSE,,,,,,,
34.376,0.546,-0.639,0.639,1.258,"(0.0,0.0,2.509,2.509)","(31.867,31.867,34.376,34.376)","[(16.89,19.147,19.311,21.568),(23.153,2.981,24.997,4.825),(22.179,12.704,24.028,14.553),(4.736,27.389,7.097,29.75),(25.725,15.086,28.656,18.017),(10.582,21.434,13.011,23.863),(25.443,31.128,28.19,33.875),(24.81,28.338,27.736,31.264),(17.75,6.949,19.478,8.677),(9.86,28.902,13.257,32.299),(5.511,5.672,7.493,7.654),(11.152,1.443,13.125,3.416),(2.799,24.483,5.659,27.343)]",TRUE,,,,,,,
337.544,1.122,-2.366,2.366,1.653,"(0.0,0.0,46.581,46.581)","(290.963,290.963,337.544,337.544)","[(266.532,37.547,292.405,63.42),(118.512,82.691,139.387,103.566),(277.16,159.494,301.45,183.784),(248.385,261.264,275.112,287.991),(119.763,89.261,151.337,120.835),(286.581,195.462,316.121,225.002),(296.681,77.078,327.293,107.69),(3.138,168.365,24.717,189.944),(215.57,53.675,241.272,79.377)]",FALSE,,,,,,,
181.693,0.826,-1.478,1.478,1.443,"(0.0,0.0,26.345,26.345)","(155.348,155.348,181.693,181.693)","[(102.91,40.123,112.54,49.753),(63.124,16.828,75.052,28.756),(71.706,129.645,81.241,139.18),(99.766,145.383,111.286,156.903),(110.752,144.786,127.134,161.168),(98.093,26.984,107.296,36.187),(51.814,96.881,69.181,114.248),(16.201,110.627,33.551,127.977),(125.554,5.177,143.367,22.99),(56.382,142.042,66.175,151.835),(23.705,104.474,34.859,115.628),(161.075,54.216,172.589,65.73),(6.567,93.462,22.396,109.291)]",FALSE,,,,,,,
491.262,1.414,-3.241,3.241,1.918,"(0.0,0.0,58.46,58.46)","(432.802,432.802,491.262,491.262)","[(295.835,265.841,330.858,300.864),(196.812,307.571,238.347,349.106),(374.61,153.601,421.162,200.153),(440.919,418.646,470.214,447.941),(21.058,337.092,47.079,363.113),(95.185,437.545,131.22,473.58),(189.142,152.97,224.6,188.428),(181.323,226.64,224.231,269.548)]",TRUE,,,,,,,
396.389,1.234,-2.701,2.701,1.774,"(0.0,0.0,46.774,46.774)","(349.615,349.615,396.389,396.389)","[(9.444,219.728,42.092,252.376),(243.811,106.149,266.915,129.253),(257.38,217.542,290.614,250.776),(163.997,226.132,187.348,249.483),(6.953,26.942,41.023,61.012),(50.112,57.95,81.433,89.271),(244.917,69.564,272.168,96.815),(163.508,50.03,200.796,87.318),(83.765,252.297,115.651,284.183)]",TRUE,,,,,,,
723.285,1.854,-4.563,4.563,2.462,"(0.0,0.0,53.523,53.523)","(669.762,669.762,723.285,723.285)","[(24.931,50.229,92.444,117.742),(567.811,176.403,635.897,244.489),(381.461,653.452,433.083,705.074),(501.45,597.228,540.088,635.866),(421.065,186.963,478.175,244.073),(514.488,93.263,574.479,153.254),(149.681,331.518,206.873,388.71),(368.475,337.765,436.441,405.731),(596.449,182.969,649.636,236.156),(97.624,355.722,159.505,417.603)]",FALSE,,,,,,,
630.108,1.677,-4.032,4.032,2.198,"(0.0,0.0,63.011,63.011)","(567.097,567.097,630.108,630.108)","[(174.429,189.059,226.676,241.306),(60.201,504.776,116.597,561.172),(477.956,152.887,534.611,209.542),(30.207,349.17,84.315,403.278),(496.165,311.538,556.399,371.772),(141.419,12.258,184.727,55.566),(215.651,156.41,266.393,207.152),(570.497,574.704,620.727,624.934),(108.561,29.565,158.965,79.969)]",FALSE,,,,,,,
645.297,1.706,-4.119,4.119,2.212,"(0.0,0.0,94.213,94.213)","(551.084,551.084,645.297,645.297)","[(314.644,233.902,374.527,293.785),(129.112,171.15,165.951,207.989),(205.817,41.083,257.128,92.394),(262.85,499.472,320.05,556.672),(392.053,155.392,447.355,210.694),(128.674,75.612,174.196,121.134),(447.723,182.324,492.933,227.534),(286.523,457.626,332.133,503.236),(154.872,430.266,216.428,491.822),(469.136,321.169,508.289,360.322)]",FALSE,,,,,,,
550.891,1.527,-3.581,3.581,2.05,"(0.0,0.0,80.43,80.43)","(470.461,470.461,550.891,550.891)","[(179.125,7.618,207.187,35.68),(40.389,2.907,87.793,50.311),(69.59,275.113,113.611,319.134),(419.059,10.092,448.109,39.142),(36.69,461.199,80.828,505.337),(405.431,365.788,455.891,416.248),(33.193,67.165,66.012,99.984),(370.331,158.661,415.388,203.718),(195.056,360.908,241.944,407.796)]",TRUE,,,,,,,
534.593,1.496,-3.488,3.488,2.06,"(0.0,0.0,40.094,40.094)","(494.499,494.499,534.593,534.593)","[(71.58,57.985,122.88,109.285),(289.469,294.789,327.806,333.126),(318.758,428.408,355.904,465.554),(209.48,482.285,255.789,528.594),(321.043,188.647,373.149,240.753),(125.897,6.175,167.47,47.748),(301.552,148.75,335.586,182.784),(448.775,428.183,480.159,459.567),(443.99,203.608,477.735,237.353),(340.901,158.554,375.103,192.756),(478.731,161.281,524.315,206.865)]",FALSE,,,,,,,
216.344,0.892,-1.675,1.675,1.408,"(0.0,0.0,26.178,26.178)","(190.166,190.166,216.344,216.344)","[(189.116,152.464,210.371,173.719),(196.554,111.58,214.136,129.162),(32.869,0.399,49.094,16.624),(71.883,21.03,85.239,34.386),(184.312,107.846,196.344,119.878),(36.081,51.807,49.105,64.831),(45.044,138.642,64.263,157.861),(99.367,125.158,110.999,136.79),(85.231,3.209,106.818,24.796),(47.163,193.814,61.51,208.161),(146.026,26.439,160.28,40.693),(61.879,43.203,82.182,63.506),(196.831,11.829,208.199,23.197)]",TRUE,,,,,,,
262.951,0.98,-1.941,1.941,1.602,"(0.0,0.0,26.295,26.295)","(236.656,236.656,262.951,262.951)","[(144.053,156.746,170.239,182.932),(175.211,63.989,196.694,85.472),(79.946,93.002,104.856,117.912),(133.411,220.166,157.756,244.511),(16.707,82.197,39.98,105.47),(107.913,57.447,132.442,81.976),(63.447,133.296,77.244,147.093),(148.457,145.893,165.32,162.756),(181.785,66.871,198.491,83.577)]",TRUE,,,,,,,
533.781,1.495,-3.484,3.484,2.187,"(0.0,0.0,52.311,52.311)","(481.47,481.47,533.781,533.781)","[(269.569,14.335,303.967,48.733),(41.658,352.113,71.551,382.006),(176.067,68.438,213.48,105.851),(313.339,414.129,341.529,442.319),(164.314,115.07,212.012,162.768),(217.266,327.74,251.794,362.268),(180.227,480.73,225.117,525.62),(90.043,497.624,119.924,527.505),(434.708,368.726,476.745,410.763),(430.434,269.155,461.155,299.876)]",TRUE,,,,,,,
428.554,1.295,-2.884,2.884,1.869,"(0.0,0.0,46.712,46.712)","(381.842,381.842,428.554,428.554)","[(383.121,236.387,413.27,266.536),(225.247,226.476,247.344,248.573),(197.872,75.925,238.238,116.291),(365.448,339.25,390.134,363.936),(321.383,151.997,350.717,181.331),(343.106,215.779,367.509,240.182),(378.799,327.925,416.032,365.158),(191.625,210.062,215.171,233.608)]",TRUE,,,,,,,
425.945,1.29,-2.869,2.869,1.862,"(0.0,0.0,63.466,63.466)","(362.479,362.479,425.945,425.945)","[(33.07,370.706,71.997,409.633),(77.171,274.393,99.174,296.396),(329.046,87.419,369.755,128.128),(324.503,71.093,363.797,110.387),(110.1,391.606,136.952,418.458),(76.26,192.031,105.408,221.179),(236.181,249.499,271.963,285.281),(193.168,261.152,215.11,283.094),(251.154,260.756,272.722,282.324),(115.081,68.984,157.399,111.302),(92.824,349.913,124.369,381.458),(137.084,113.124,159.016,135.056),(144.999,38.15,181.858,75.009),(399.706,391.711,421.618,413.623),(314.368,98.359,340.685,124.676)]",FALSE,,,,,,,
393.802,1.229,-2.686,2.686,1.856,"(0.0,0.0,40.562,40.562)","(353.24,353.24,393.802,393.802)","[(194.62,358.528,226.575,390.483),(344.696,63.349,368.077,86.73),(274.059,93.951,297.119,117.011),(332.825,162.329,363.238,192.742),(318.385,296.734,357.061,335.41),(51.619,38.28,82.25,68.911),(64.106,140.317,103.076,179.287),(337.719,219.37,359.002,240.653),(29.59,242.67,64.025,277.105),(4.462,159.002,34.628,189.168),(260.749,71.226,297.431,107.908),(93.074,215.452,126.892,249.27),(175.288,37.606,209.792,72.11),(202.918,289.198,236.683,322.963),(31.333,357.117,66.695,392.479)]",FALSE,,,,,,,
181.313,0.825,-1.476,1.476,1.477,"(0.0,0.0,13.055,13.055)","(168.258,168.258,181.313,181.313)","[(165.092,75.666,180.864,91.438),(127.12,159.105,142.404,174.389),(98.94,69.013,108.826,78.899),(51.253,45.577,62.752,57.076),(137.971,18.564,147.848,28.441),(136.987,83.672,146.148,92.833),(67.444,96.359,85.14,114.055),(76.008,46.121,88.317,58.43),(108.078,73.66,118.233,83.815),(60.907,89.544,75.536,104.173),(93.059,75.978,104.614,87.533),(111.773,33.09,126.792,48.109),(124.857,139.868,139.149,154.16)]",FALSE,,,,,,,
315.127,1.079,-2.238,2.238,1.642,"(0.0,0.0,21.744,21.744)","(293.383,293.383,315.127,315.127)","[(131.032,288.276,153.225,310.469),(195.025,100.973,225.687,131.635),(218.236,183.163,245.382,210.309),(66.305,185.298,92.845,211.838),(93.923,180.312,114.62,201.009),(32.302,11.169,49.13,27.997),(180.69,251.789,205.664,276.763),(186.944,15.556,214.408,43.02),(77.308,123.767,104.836,151.295)]",TRUE,,,,,,,
445.935,1.328,-2.983,2.983,1.839,"(0.0,0.0,57.972,57.972)","(387.963,387.963,445.935,445.935)","[(164.363,172.318,187.163,195.118),(42.759,108.027,70.41,135.678),(245.97,395.697,288.455,438.182),(25.404,234.09,68.638,277.324),(57.949,108.213,86.591,136.855),(358.622,192.556,399.764,233.698),(252.594,214.881,278.606,240.893),(336.443,178.799,374.949,217.305),(158.178,375.812,200.828,418.462),(240.099,185.831,283.6,229.332),(159.083,257.692,194.135,292.744),(45.252,29.665,78.675,63.088),(176.696,128.173,214.575,166.052),(198.377,341.801,223.665,367.089),(227.739,323.401,267.223,362.885)]",TRUE,,,,,,,
337.1,1.121,-2.363,2.363,1.688,"(0.0,0.0,47.531,47.531)","(289.569,289.569,337.1,337.1)","[(303.58,206.132,324.711,227.263),(209.749,234.611,241.515,266.377),(257.039,149.658,288.194,180.813),(252.337,173.739,278.842,200.244),(154.561,65.562,175.281,86.282),(41.381,76.1,70.01,104.729),(270.766,154.237,298.053,181.524),(74.561,132.649,108.148,166.236),(41.096,301.82,71.096,331.82)]",FALSE,,,,,,,
93.25,0.658,-0.974,0.974,1.29,"(0.0,0.0,8.579,8.579)","(84.671,84.671,93.25,93.25)","[(80.707,72.081,86.579,77.953),(48.273,76.464,54.355,82.546),(69.24,15.291,75.961,22.012),(41.201,59.771,50.525,69.095),(45.736,60.993,51.246,66.503),(65.439,14.57,72.018,21.149),(23.6,1.67,31.146,9.216),(66.427,82.39,71.561,87.524),(8.797,51.553,15.911,58.667),(43.346,48.114,49.685,54.453),(56.224,23.031,64.0,30.807),(12.777,45.77,18.685,51.678),(78.113,26.979,85.539,34.405)]",TRUE,,,,,,,
388.647,1.219,-2.657,2.657,1.75,"(0.0,0.0,26.817,26.817)","(361.83,361.83,388.647,388.647)","[(117.861,283.839,144.932,310.91),(177.658,168.896,205.925,197.163),(286.811,309.668,322.633,345.49),(75.605,86.644,106.732,117.771),(157.076,157.243,189.49,189.657),(287.918,47.503,312.371,71.956),(209.333,207.136,238.558,236.361),(15.942,52.558,47.18,83.796),(36.396,260.37,66.797,290.771),(56.848,240.034,93.77,276.956),(111.192,116.096,134.136,139.04),(243.916,107.142,275.378,138.604),(350.827,35.342,375.182,59.697)]",TRUE,,,,,,,
701.699,1.813,-4.44,4.44,2.556,"(0.0,0.0,79.292,79.292)","(622.407,622.407,701.699,701.699)","[(33.399,296.539,75.623,338.763),(379.784,221.852,441.876,283.944),(8.115,46.521,54.457,92.863),(518.349,312.166,557.121,350.938),(140.845,152.463,200.536,212.154),(142.361,48.674,186.771,93.084),(44.337,5.719,103.724,65.106),(395.343,437.529,464.569,506.755),(657.147,616.509,698.029,657.391),(370.145,334.878,419.174,383.907)]",TRUE,,,,,,,
797.573,1.995,-4.986,4.986,2.717,"(0.0,0.0,74.174,74.174)","(723.399,723.399,797.573,797.573)","[(747.832,16.979,790.844,59.991),(380.6,419.494,446.201,485.095),(175.157,177.202,215.557,217.602),(505.062,123.326,576.471,194.735),(676.53,198.07,720.061,241.601),(124.876,406.497,204.577,486.198),(599.099,179.39,668.02,248.311),(169.996,448.632,230.265,508.901),(637.255,548.622,699.99,611.357),(404.205,691.761,445.727,733.283),(255.637,602.087,323.167,669.617),(34.772,240.321,88.504,294.053)]",FALSE,,,,,,,
320.046,1.089,-2.266,2.266,1.822,"(0.0,0.0,20.803,20.803)","(299.243,299.243,320.046,320.046)","[(174.673,95.053,197.506,117.886),(288.235,62.87,308.508,83.143),(263.2,92.851,293.879,123.53),(126.567,131.833,145.904,151.17),(188.747,43.265,204.757,59.275),(177.565,240.713,195.549,258.697),(64.744,122.099,83.619,140.974),(61.674,38.96,85.952,63.238),(169.476,137.623,185.816,153.963),(141.93,122.663,165.349,146.082),(6.755,159.688,29.93,182.863),(143.834,260.246,167.23,283.642),(79.68,243.169,104.543,268.032),(150.814,138.453,181.574,169.213)]",TRUE,,,,,,,
239.884,0.936,-1.809,1.809,1.45,"(0.0,0.0,12.954,12.954)","(226.93,226.93,239.884,239.884)","[(91.117,74.38,110.973,94.236),(142.994,45.497,166.084,68.587),(61.491,45.802,83.723,68.034),(80.026,26.234,95.214,41.422),(30.045,91.203,43.704,104.862),(153.792,118.75,172.309,137.267),(86.14,167.889,100.684,182.433),(123.593,4.546,141.241,22.194),(217.726,104.534,237.754,124.562),(29.734,184.074,53.068,207.408),(9.17,32.891,31.963,55.684),(84.347,104.126,101.57,121.349),(105.012,23.281,119.151,37.42),(53.109,65.978,76.154,89.023)]",TRUE,,,,,,,
142.167,0.751,-1.253,1.253,1.404,"(0.0,0.0,14.501,14.501)","(127.666,127.666,142.167,142.167)","[(94.693,71.028,104.776,81.111),(54.059,35.524,65.605,47.07),(51.416,39.264,60.959,48.807),(71.452,83.055,78.822,90.425),(118.074,97.743,126.703,106.372),(80.267,60.036,93.225,72.994),(64.301,27.4,75.289,38.388),(26.451,107.645,37.444,118.638),(73.446,103.796,85.23,115.58),(23.755,90.634,35.377,102.256),(42.375,1.77,51.28,10.675),(68.292,6.168,78.193,16.069),(30.643,38.206,43.839,51.402),(91.489,39.615,103.592,51.718)]",TRUE,,,,,,,
424.864,1.288,-2.863,2.863,1.873,"(0.0,0.0,24.642,24.642)","(400.222,400.222,424.864,424.864)","[(260.532,106.072,293.479,139.019),(289.693,119.46,324.494,154.261),(320.41,17.242,359.955,56.787),(295.674,338.596,331.526,374.448),(324.423,91.317,353.133,120.027),(332.437,284.375,361.082,313.02),(176.09,25.449,218.179,67.538),(259.475,99.548,283.178,123.251),(44.387,390.254,67.305,413.172),(88.711,167.245,118.365,196.899),(84.417,324.894,113.0,353.477)]",FALSE,,,,,,,
163.854,0.792,-1.376,1.376,1.386,"(0.0,0.0,10.651,10.651)","(153.203,153.203,163.854,163.854)","[(9.809,33.695,24.099,47.985),(64.235,56.183,75.904,67.852),(30.325,137.895,42.49,150.06),(48.953,107.76,60.703,119.51),(119.091,125.885,132.168,138.962),(7.835,66.59,16.88,75.635),(128.881,69.028,143.109,83.256),(123.965,118.886,132.261,127.182),(64.744,105.744,80.236,121.236),(21.398,91.086,32.249,101.937),(101.82,64.145,111.269,73.594),(46.076,6.652,59.611,20.187)]",FALSE,,,,,,,
401.771,1.244,-2.732,2.732,1.754,"(0.0,0.0,21.696,21.696)","(380.075,380.075,401.771,401.771)","[(252.797,181.2,291.93,220.333),(362.477,224.054,398.591,260.168),(157.939,321.085,180.912,344.058),(91.062,266.985,118.382,294.305),(267.606,298.132,304.49,335.016),(81.082,2.319,104.125,25.362),(20.671,132.406,45.452,157.187),(169.005,214.916,192.795,238.706),(318.18,318.815,348.082,348.717),(169.573,312.44,199.462,342.329),(61.198,79.158,81.665,99.625),(239.128,319.833,268.592,349.297),(226.113,239.569,265.366,278.822),(134.183,184.472,158.329,208.618),(362.922,364.379,386.501,387.958)]",FALSE,,,,,,,
777.444,1.957,-4.872,4.872,2.531,"(0.0,0.0,68.415,68.415)","(709.029,709.029,777.444,777.444)","[(254.59,573.152,294.879,613.441),(71.889,603.934,139.421,671.466),(35.584,363.704,108.905,437.025),(661.268,318.951,733.947,391.63),(657.21,520.503,729.383,592.676),(451.954,185.89,520.2,254.136),(613.365,695.781,679.855,762.271),(498.121,236.393,562.171,300.443),(28.071,21.968,86.278,80.175),(713.403,591.019,755.872,633.488),(344.119,372.68,394.549,423.11),(158.312,650.675,208.934,701.297),(727.131,487.55,768.315,528.734),(283.839,62.52,328.81,107.491),(333.146,95.554,409.442,171.85)]",TRUE,,,,,,,
388.631,1.219,-2.657,2.657,1.938,"(0.0,0.0,57.517,57.517)","(331.114,331.114,388.631,388.631)","[(198.493,116.776,236.645,154.928),(204.271,39.871,237.575,73.175),(267.17,227.821,292.212,252.863),(220.466,6.81,250.356,36.7),(173.679,222.192,211.976,260.489),(130.141,296.307,162.485,328.651),(218.013,179.331,244.163,205.481),(89.105,142.308,111.324,164.527),(211.028,179.791,242.828,211.591),(133.555,37.425,167.894,71.764),(202.834,28.703,238.492,64.361)]",TRUE,,,,,,,
677.506,1.767,-4.302,4.302,2.362,"(0.0,0.0,86.043,86.043)","(591.463,591.463,677.506,677.506)","[(468.742,498.934,531.331,561.523),(149.772,145.746,205.208,201.182),(603.335,460.106,645.606,502.377),(275.948,538.852,340.328,603.232),(162.071,209.671,214.466,262.066),(100.012,577.481,155.68,633.149),(118.868,613.04,170.724,664.896),(50.762,72.882,91.593,113.713)]",TRUE,,,,,,,
330.685,1.109,-2.327,2.327,1.709,"(0.0,0.0,34.391,34.391)","(296.294,296.294,330.685,330.685)","[(296.046,97.266,328.94,130.16),(67.733,285.155,91.058,308.48),(83.35,278.561,104.539,299.75),(224.531,155.63,242.434,173.533),(216.458,175.265,244.661,203.468),(138.018,60.533,160.435,82.95),(120.776,106.824,142.378,128.426),(284.611,54.55,316.104,86.043),(161.513,224.296,180.593,243.376),(242.596,246.542,272.436,276.382)]",FALSE,,,,,,,
318.482,1.086,-2.257,2.257,1.826,"(0.0,0.0,24.205,24.205)","(294.277,294.277,318.482,318.482)","[(67.417,203.022,90.802,226.407),(145.547,122.996,175.098,152.547),(210.224,129.41,228.518,147.704),(266.414,21.405,296.298,51.289),(177.994,12.958,194.234,29.198),(189.386,217.657,218.918,247.189),(38.863,32.44,62.226,55.803),(89.866,150.088,109.13,169.352),(140.646,272.18,164.423,295.957),(15.631,11.44,40.367,36.176),(228.917,26.996,254.31,52.389),(219.531,93.172,244.274,117.915)]",FALSE,,,,,,,
45.304,0.567,-0.701,0.701,1.298,"(0.0,0.0,3.035,3.035)","(42.269,42.269,45.304,45.304)","[(20.234,15.013,24.726,19.505),(36.298,10.776,39.161,13.639),(35.531,23.024,38.224,25.717),(35.46,35.501,38.707,38.748),(36.323,35.466,40.439,39.582),(17.558,18.69,20.455,21.587),(41.368,8.943,44.53,12.105),(8.447,18.947,11.591,22.091),(37.08,22.35,41.089,26.359),(35.86,12.043,40.327,16.51),(33.933,19.026,38.351,23.444),(12.017,3.434,16.267,7.684),(1.399,0.467,4.813,3.881)]",TRUE,,,,,,,
610.103,1.639,-3.918,3.918,2.162,"(0.0,0.0,76.873,76.873)","(533.23,533.23,610.103,610.103)","[(19.611,236.211,77.112,293.712),(555.875,177.15,590.981,212.256),(201.304,377.851,262.211,438.758),(347.46,405.19,392.311,450.041),(492.427,257.184,532.26,297.017),(289.543,322.263,343.734,376.454),(235.97,429.025,288.362,481.417),(425.301,352.977,463.734,391.41),(512.83,184.119,550.087,221.376),(553.363,19.112,604.687,70.436),(182.807,546.727,219.968,583.888)]",TRUE,,,,,,,
542.533,1.511,-3.533,3.533,2.091,"(0.0,0.0,55.338,55.338)","(487.195,487.195,542.533,542.533)","[(42.667,206.309,92.803,256.445),(206.627,372.291,254.937,420.601),(59.745,455.687,87.864,483.806),(263.304,172.163,295.461,204.32),(435.021,481.909,462.79,509.678),(309.322,96.798,360.752,148.228),(164.732,358.791,193.33,387.389),(291.398,203.657,328.142,240.401)]",TRUE,,,,,,,
139.816,0.746,-1.239,1.239,1.345,"(0.0,0.0,11.745,11.745)","(128.071,128.071,139.816,139.816)","[(98.675,101.117,110.816,113.258),(45.069,105.887,54.109,114.927),(10.313,26.45,22.855,38.992),(110.3,87.623,123.196,100.519),(67.194,117.543,80.018,130.367),(10.679,81.604,21.694,92.619),(5.134,125.089,12.148,132.103),(0.88,115.918,13.901,128.939),(47.729,34.469,59.012,45.752),(27.669,104.259,41.463,118.053),(36.469,112.991,48.113,124.635)]",TRUE,,,,,,,
610.252,1.64,-3.919,3.919,2.385,"(0.0,0.0,75.061,75.061)","(535.191,535.191,610.252,610.252)","[(455.597,422.842,496.495,463.74),(58.762,436.784,98.969,476.991),(114.661,266.521,154.852,306.712),(30.246,53.584,72.102,95.44),(273.252,424.706,316.742,468.196),(119.144,19.674,158.18,58.71),(16.078,456.654,47.702,488.278),(203.254,28.606,254.024,79.376),(376.621,346.98,433.437,403.796),(199.758,134.762,253.603,188.607)]",FALSE,,,,,,,
579.751,1.582,-3.745,3.745,2.278,"(0.0,0.0,36.524,36.524)","(543.227,543.227,579.751,579.751)","[(524.847,345.009,562.094,382.256),(285.863,525.267,327.887,567.291),(462.675,329.068,491.995,358.388),(404.062,102.551,444.919,143.408),(62.79,75.576,104.558,117.344),(459.679,263.337,506.755,310.413),(35.404,340.567,71.117,376.28),(534.24,234.881,566.43,267.071),(156.276,14.144,201.329,59.197),(44.446,409.228,89.326,454.108),(538.595,391.55,570.512,423.467),(495.674,321.369,543.71,369.405),(92.747,170.412,149.405,227.07),(518.846,505.714,564.585,551.453)]",TRUE,,,,,,,
344.355,1.135,-2.405,2.405,1.848,"(0.0,0.0,18.595,18.595)","(325.76,325.76,344.355,344.355)","[(239.079,67.893,269.932,98.746),(130.831,114.852,153.708,137.729),(3.964,255.845,33.723,285.604),(131.539,244.35,161.758,274.569),(196.767,62.045,218.108,83.386),(0.068,100.881,25.753,126.566),(111.943,235.342,133.402,256.801),(275.649,216.411,304.954,245.716),(182.697,101.612,212.943,131.858),(35.089,25.316,60.542,50.769)]",TRUE,,,,,,,
507.685,1.445,-3.335,3.335,2.04,"(0.0,0.0,54.83,54.83)","(452.855,452.855,507.685,507.685)","[(264.56,387.648,311.896,434.984),(455.413,74.644,481.904,101.135),(456.281,166.297,500.98,210.996),(405.907,100.284,443.482,137.859),(442.713,230.307,469.329,256.923),(378.962,311.73,416.047,348.815),(66.37,314.796,101.509,349.935),(358.131,129.469,395.543,166.881),(466.726,104.83,496.98,135.084),(425.723,474.028,454.718,503.023),(351.142,5.321,389.807,43.986),(217.842,143.285,265.574,191.017),(79.76,246.965,117.151,284.356),(158.18,58.378,197.753,97.951)]",FALSE,,,,,,,
605.942,1.632,-3.895,3.895,2.213,"(0.0,0.0,66.654,66.654)","(539.288,539.288,605.942,605.942)","[(363.436,482.71,403.356,522.63),(378.179,291.529,423.821,337.171),(421.901,479.452,478.233,535.784),(338.229,157.739,371.612,191.122),(45.36,5.596,83.049,43.285),(270.275,426.037,308.75,464.512),(315.307,237.303,353.863,275.859),(313.995,414.703,344.812,445.52),(341.193,259.529,399.172,317.508),(408.69,458.868,444.946,495.124),(25.925,554.614,62.484,591.173)]",FALSE,,,,,,,
